1.110593323545783884e+00,3.077698859592982927e+01,-1.909089418861601359e+02
-2.046625533116077644e+00,5.161372563443801020e+00,-1.813155934966093810e+02
-1.140539344222191387e+00,1.015546123024000025e+01,-2.755132612767023943e+02
-9.230277193165912220e-01,2.744447017804507283e+01,-4.811471695644719375e+02
2.030113068849674018e+00,1.555547661974110518e+01,3.887919210094559475e+01
-1.155651466665841953e+00,2.584513102556581288e+01,-4.605619040820871533e+02
-1.779796574259680852e+00,7.468392560544732994e+00,-3.486236956780521723e+02
1.444292151069000329e+00,3.086123006634814558e+01,-3.513809975555192295e+02
-2.077549031830465243e+00,2.638813542110309829e+00,-1.782932409597479193e+02
-1.661584560386707876e+00,3.736125141722658860e+00,-1.779796260500086760e+02
-1.138949421464765743e+00,2.125575446969378746e+01,-5.021272417450417720e+02
-1.162447344881508915e+00,6.706083403046741331e+00,-3.420353970475440519e+02
-2.389665982373987418e+00,1.962426928836875861e+00,-3.701309321585669068e+02
-4.216626657419113577e+00,-6.945055423318612364e-01,-2.519173207683298585e+02
-3.304436634158862240e+00,1.854250469269366874e+01,-5.286556386007230230e+02
-7.202233453791088633e-03,2.291686388779778483e+01,-3.628574433355689735e+02
1.155701744527952268e+00,2.995557764869537820e+01,-3.416691688091336232e+02
5.489012045854304578e-01,2.190857720547424492e+01,-2.372595152030400243e+02
-1.902116548799822615e+00,2.775922437275129084e+01,-6.212768400242597409e+02
2.977922690712421216e-01,1.559032268938288013e+01,-3.799873627260492981e+01
1.245117795479079303e+00,2.326909588355698233e+01,7.686951505900885273e+00
2.630724331739542343e-01,1.431865786503677906e+00,1.436819363449442122e+01
-8.793384377383224315e-01,6.438150971412905932e+00,-1.701201140155759788e+02
-6.918953838373995691e-01,5.859538399500973105e-01,-1.564711100006802553e+02
-2.142393182333140467e-01,-2.129954325192584097e+00,-3.762646413145487401e+01
3.436028363691885357e+00,2.383276365070224756e+01,-2.675686381845780915e+01
-2.031109791147032162e+00,2.698932412045156770e+00,-2.824935647300897017e+02
-1.008713940903611217e+00,5.823294993486843651e+00,-3.454011724308650741e+02
1.962087347688676875e-01,9.455972960117835058e+00,-8.666699413517298467e+01
-1.097210704684018490e+00,1.649383594298578171e+00,-1.706664692229274181e+02
-3.385364734602980263e-01,1.293576096815653820e+01,-3.453570584854408594e+02
-6.069473703859866731e-01,2.241983387898484281e+01,-5.058480801507263891e+02
-3.407460625953112610e-01,8.285377113654677217e+00,-1.394208646756343342e+02
2.618705489473462933e+00,3.976592475292781614e+01,-3.096579676397971639e+02
8.260581240440094675e-01,1.642685718215098944e+01,-2.124502551595292630e+02
-1.554794359800451553e-01,3.324782957073501688e+00,-9.030802286104193399e+01
2.953226523600214343e-02,1.096679688129375307e+01,-6.276997880872993818e+01
-5.101160299060004677e-01,5.495800282972608919e+00,-2.199595006224695339e+02
-1.128883976018480562e+00,3.261017256935935027e+00,-1.606299209682089213e+02
9.464784004480865098e-01,2.425762765033698543e+01,2.151071856289838635e+01
1.737801728904077858e-01,1.536440271222430276e+01,-3.228154408642794237e+00
-1.235878768375013426e+00,-3.361612512618263882e+00,-1.709690544087029593e+02
-2.001449070752546966e+00,7.530287241904438211e+00,-2.125605353400000865e+02
-1.512235233278750104e-02,9.031799625958847333e-02,7.679096792020902740e+01
-3.304539646725438984e-01,8.380320066801877132e+00,-6.601163907145593157e+01
7.636428349577399910e-01,1.680349382845293604e+01,-2.017940879917343580e+02
-1.429288440259935955e+00,7.811397782322687000e+00,-1.916286911101936425e+02
-1.583663652541155153e+00,5.100950811917690508e+00,-1.361006654055925935e+02
-4.519828049749938792e-01,9.080890654736066381e+00,-1.886261995322059590e+02
-9.484618315661323962e-01,1.816466200939506237e+01,-3.281965790756001411e+02
-3.356140368239477478e+00,3.169899675125454896e-01,-2.520258843278652989e+02
-1.799571341224047272e+00,5.497690049413864521e+00,-3.313463901280128994e+02
-1.708980433791801312e+00,1.861248472299449830e+01,-2.790926574283682271e+02
2.221139913970760771e-01,2.709110584828724910e+01,-4.079498381398989295e+02
7.211343556924297848e-01,2.255130564682972860e+01,-1.880415890570897943e+02
1.270628760006149438e+00,2.248420919472988189e+01,-2.299555440317311650e+02
4.643574839684380673e-01,2.027747066490186967e+01,-1.253078242854195423e+02
-1.377201130838654919e+00,1.278358123725908158e+01,-3.350364201860519984e+02
-1.297497298329867599e+00,1.853055471532653087e+01,-3.455201345518203766e+02
-7.630862014552273198e-01,-1.833609513847884642e+01,1.873469523244003483e+02
9.555916615949364701e-01,-1.903615538376270733e+00,7.607975679707959671e+01
9.625705715311249078e-01,-8.051552158621198885e+00,2.360596343601948206e+02
2.432509218779283500e-01,-9.178845560681764937e+00,1.112603964149710833e+02
-1.616544252212896771e+00,-2.056353185354306845e+01,2.576844533511898589e+02
1.627528099637183034e+00,-6.149257975024787548e+00,3.032594614706152925e+02
-4.619462040384036960e-01,-4.335868470036091438e+00,7.758620468503634982e+01
